0.67288,1.0052,0.90802,-0.44761
0.7341,0.92686,1.0193,-0.24174
0.64374,0.81796,1.0093,0.18725
0.49683,0.99503,1.1194,0.43499
0.37279,1.1315,0.91641,0.74949
0.43551,1.0694,0.70072,0.88595
0.48379,0.98924,0.46148,0.98574
0.53174,1.0363,0.014851,1.1189
0.54884,1.1029,-0.23006,1.0417
0.44582,0.99899,-0.3946,1.006
0.34367,1.1357,-0.63491,0.78286
0.34634,1.0118,-0.91972,0.47615
0.37339,1.1804,-0.96746,0.033376
0.5192,1.0183,-0.92797,-0.30363
0.37259,1.1424,-0.80706,-0.44783
0.51259,0.99822,-0.48201,-0.73381
0.3699,1.0229,-0.14512,-0.7162
0.54133,0.97383,0.18073,-0.75477
0.39651,1.0951,0.44182,-0.8794
0.35817,1.1219,0.61499,-0.60881
0.37179,1.0877,0.96696,-0.36376
0.46303,1.0575,0.98268,-0.15964
0.42734,1.1122,1.0336,0.221
0.087915,1.1619,0.97571,0.54495
0.20771,1.1698,0.84452,0.72507
0.14632,1.1589,0.62985,0.99111
0.13743,1.2363,0.35808,1.0952
0.2293,1.0522,0.07937,1.0065
0.07146,1.1773,-0.22991,1.0627
0.1893,1.0591,-0.53339,0.97059
0.18843,1.0298,-0.74626,0.71809
0.095111,1.1518,-0.72783,0.4021
0.14196,1.1125,-0.82419,0.23428
0.018964,1.1147,-0.81212,-0.10163
0.013488,1.1655,-0.76291,-0.37551
0.1327,1.1926,-0.53478,-0.71588
0.19479,1.0876,-0.28968,-0.80276
0.2335,1.1655,0.22845,-0.78186
0.032477,1.104,0.4857,-0.71768
0.14221,1.2105,0.72723,-0.6419
0.11735,1.2082,0.88737,-0.53609
0.0029755,1.0641,0.99261,-0.14555
0.084281,1.1534,1.1556,0.018013
-0.26847,1.0966,1.198,0.4107
-0.11045,1.0862,0.85163,0.75452
-0.23121,1.1685,0.65223,1.0424
-0.17688,1.0173,0.40822,1.1538
-0.2676,1.0306,0.018499,1.1211
-0.15852,0.98086,-0.13799,1.1402
-0.24327,1.186,-0.48719,0.91328
-0.1455,1.1124,-0.56331,0.83073
-0.13671,1.0709,-0.85051,0.55601
-0.12198,1.1109,-0.84483,0.21604
-0.19638,1.0872,-0.91246,-0.2118
-0.28806,1.1129,-0.71368,-0.4741
-0.25177,1.087,-0.5475,-0.74735
-0.080683,1.1313,-0.11949,-0.75495
-0.27092,1.0817,0.21778,-0.77929
-0.10256,1.1995,0.39671,-0.72263
-0.17443,1.0057,0.75917,-0.66945
-0.059983,0.97751,0.88255,-0.43807
-0.28947,0.97848,1.0837,-0.2718
-0.19835,0.96695,1.2081,0.22493
-0.56112,0.91016,1.1004,0.42162
-0.34731,0.92111,0.89284,0.6392
-0.58663,0.90047,0.66259,1.0339
-0.39406,0.99989,0.42217,1.1417
-0.38346,0.96599,0.10566,1.2206
-0.37061,1.002,-0.21912,1.0223
-0.56668,1.0422,-0.44821,0.97732
-0.48784,1.0522,-0.62338,0.75386
-0.52282,0.85702,-0.84497,0.33972
-0.38777,0.84374,-0.89266,0.10183
-0.47993,0.98308,-0.91984,-0.2402
-0.36012,0.83247,-0.80291,-0.40862
-0.54232,0.94037,-0.51524,-0.73817
-0.52183,0.9416,-0.22964,-0.72701
-0.5514,1.0243,0.16342,-0.79336
-0.55377,0.93023,0.54825,-0.85355
-0.37046,0.90738,0.82172,-0.68454
-0.44286,0.97687,0.92349,-0.41408
-0.45032,0.99433,1.0112,-0.10042
-0.55155,0.93903,1.191,0.15241
-0.59576,0.67471,1.1409,0.4527
-0.6535,0.62528,0.99418,0.6693
-0.72128,0.73431,0.77371,0.92312
-0.6807,0.65332,0.3355,1.1295
-0.70856,0.5989,0.17039,1.2211
-0.79003,0.77652,-0.1932,1.1313
-0.74904,0.64848,-0.53474,0.81367
-0.77819,0.69839,-0.78439,0.75648
-0.76304,0.75973,-0.74516,0.41864
-0.74903,0.67759,-0.95625,0.10946
-0.7047,0.77187,-0.91016,-0.27976
-0.7966,0.68646,-0.64252,-0.38411
-0.58334,0.75864,-0.36419,-0.7278
-0.57282,0.7638,-0.17988,-0.8895
-0.6863,0.69836,0.17568,-0.91432
-0.6867,0.59268,0.34741,-0.85713
-0.72459,0.6705,0.82615,-0.67238
-0.584,0.69386,0.94424,-0.44731
-0.71671,0.65535,1.121,-0.21006
-0.78122,0.63705,1.0091,0.099533
-0.75599,0.51445,1.1534,0.43786
-0.85362,0.4165,0.99617,0.75217
-0.89063,0.53096,0.61783,1.0467
-0.85008,0.40681,0.44028,1.1316
-0.92694,0.5013,0.081458,1.1
-0.91806,0.40821,-0.1724,1.159
-0.71554,0.51115,-0.48807,0.8426
-0.71202,0.49779,-0.70524,0.6029
-0.80725,0.40337,-0.90587,0.33008
-0.93611,0.36302,-0.93615,0.040975
-0.89236,0.50662,-0.94592,-0.22796
-0.86277,0.54634,-0.5781,-0.51235
-0.74576,0.39091,-0.42436,-0.8061
-0.94721,0.47683,-0.075864,-0.81608
-0.9403,0.41868,0.040878,-0.97616
-0.90881,0.51739,0.53929,-0.91443
-0.78878,0.50123,0.78645,-0.65123
-0.76813,0.35083,0.95337,-0.37296
-0.78912,0.52451,1.0611,-0.065462
-0.83833,0.55649,1.0644,0.14271
-0.86325,0.12861,1.139,0.55823
-0.92592,0.22107,0.86618,0.72617
-0.81383,0.14701,0.60383,0.93788
-0.95276,0.038688,0.50085,1.0337
-0.82831,0.049966,0.1678,1.1075
-0.95412,0.10174,-0.13021,1.074
-0.90788,0.18718,-0.42727,0.82678
-0.8436,0.2064,-0.70425,0.80972
-0.80494,0.19749,-0.85337,0.32518
-0.97972,0.079631,-0.79596,0.10905
-0.76765,0.13352,-0.8717,-0.10236
-0.80607,0.022488,-0.60538,-0.48915
-0.8783,0.027926,-0.39052,-0.65565
-0.89104,0.034073,-0.095951,-0.7464
-0.8883,0.16966,0.12641,-0.77844
-0.92341,0.12379,0.46793,-0.71828
-0.87287,0.047428,0.82551,-0.76132
-0.87231,0.12375,0.92001,-0.52314
-0.79559,0.036902,0.96606,-0.084551
-0.80129,0.013744,1.2167,0.14834
-0.78998,-0.096339,1.1089,0.43498
-0.8564,-0.16888,0.89779,0.74099
-0.74816,-0.076615,0.83704,1.0139
-0.81785,-0.13485,0.36506,1.084
-0.86337,-0.16332,0.16311,1.0505
-0.71631,-0.10517,-0.15777,1.0645
-0.73207,-0.089264,-0.49097,0.91599
-0.81352,-0.061789,-0.77347,0.8293
-0.79544,-0.30889,-0.94477,0.46403
-0.8043,-0.092657,-0.89472,0.17385
-0.89912,-0.15588,-0.90503,-0.12898
-0.87574,-0.061529,-0.62757,-0.50106
-0.83333,-0.1771,-0.49519,-0.67977
-0.89343,-0.18914,-0.098627,-0.81188
-0.73998,-0.10868,0.18356,-0.96088
-0.90237,-0.25206,0.45177,-0.81054
-0.89458,-0.18449,0.632,-0.63532
-0.90838,-0.083804,1.0484,-0.48117
-0.89414,-0.16535,1.0174,-0.099949
-0.84213,-0.097722,1.2311,0.18285
-0.73124,-0.40313,1.007,0.39902
-0.57817,-0.44129,0.90241,0.70134
-0.70147,-0.5261,0.60966,0.90561
-0.76281,-0.42118,0.46905,1.1449
-0.5828,-0.56691,0.045154,1.1836
-0.56408,-0.4313,-0.29775,1.0586
-0.6993,-0.42255,-0.40699,0.98246
-0.78124,-0.40535,-0.72216,0.82409
-0.7445,-0.3651,-0.7859,0.50508
-0.70684,-0.34221,-0.90403,0.17639
-0.66029,-0.39553,-0.79422,-0.28168
-0.74346,-0.44242,-0.8036,-0.4903
-0.65831,-0.35571,-0.36014,-0.66129
-0.63121,-0.44276,-0.10888,-0.83621
-0.75358,-0.58354,0.18646,-0.98742
-0.77966,-0.55757,0.5123,-0.89388
-0.73485,-0.37211,0.68361,-0.60047
-0.72932,-0.46671,0.96334,-0.58387
-0.70298,-0.37657,1.0949,-0.093089
-0.68205,-0.53543,1.1325,0.019517
-0.56641,-0.67094,1.0198,0.47628
-0.52216,-0.65155,0.87117,0.71284
-0.38753,-0.80102,0.70069,0.86352
-0.58048,-0.65534,0.36595,1.094
-0.35557,-0.71841,0.20111,1.0305
-0.4052,-0.79663,-0.062491,1.1188
-0.46563,-0.68662,-0.58029,0.95891
-0.44315,-0.76089,-0.6751,0.60178
-0.52846,-0.77825,-0.92929,0.3231
-0.47307,-0.75764,-0.79948,0.038125
-0.34701,-0.77239,-0.70377,-0.30411
-0.45108,-0.76175,-0.79228,-0.47899
-0.4575,-0.79835,-0.35294,-0.60096
-0.52989,-0.65022,-0.30447,-0.79671
-0.46556,-0.73855,0.17096,-0.86997
-0.43177,-0.67437,0.50495,-0.73509
-0.418,-0.63523,0.72132,-0.78459
-0.48891,-0.68424,1.0304,-0.36077
-0.49593,-0.67507,1.1758,-0.28201
-0.34079,-0.69772,1.1565,0.12925
-0.29958,-0.92007,0.98552,0.34481
-0.087725,-0.82847,0.86347,0.72763
-0.080695,-0.73781,0.63332,0.81016
-0.10997,-0.73257,0.31947,1.1427
-0.28434,-0.88348,0.026735,1.2122
-0.24355,-0.89894,-0.15491,1.1803
-0.22518,-0.80981,-0.35287,1.0558
-0.13909,-0.79098,-0.7204,0.71407
-0.27488,-0.8468,-0.8484,0.37687
-0.12871,-0.89956,-0.75391,0.025188
-0.28233,-0.71407,-0.71466,-0.18205
-0.14558,-0.93054,-0.63986,-0.44138
-0.18547,-0.92463,-0.34071,-0.6183
-0.11425,-0.91555,-0.11731,-0.93032
-0.13026,-0.90944,0.084175,-0.8346
-0.083087,-0.79582,0.47461,-0.82181
-0.086286,-0.80763,0.64883,-0.76625
-0.22548,-0.93804,0.88289,-0.35315
-0.13433,-0.71826,1.1211,-0.1614
-0.25956,-0.76889,1.132,0.11016
0.0076352,-0.81554,1.054,0.5445
0.18602,-0.98415,0.95968,0.75176
0.12501,-0.78489,0.77542,0.922
0.11998,-0.7664,0.4549,1.161
0.22618,-0.7539,0.13795,1.1332
0.15247,-0.78527,-0.16312,1.0895
0.15442,-0.80361,-0.45983,0.97903
0.21486,-0.87166,-0.78837,0.67958
0.20137,-0.9556,-0.77116,0.36884
0.14418,-0.90035,-0.75096,0.14473
0.045731,-0.96652,-0.86242,-0.092295
0.059983,-0.99228,-0.5662,-0.48609
0.22163,-0.76521,-0.50117,-0.78086
0.0071685,-0.92467,-0.087381,-0.8401
0.12248,-0.92612,0.11367,-0.92495
0.041982,-0.91677,0.41237,-0.85071
0.24467,-0.88323,0.64222,-0.60068
0.17817,-0.83795,0.84043,-0.48688
0.12512,-0.99369,1.0283,-0.21147
0.11777,-0.78945,1.1815,0.090112
0.32392,-0.8113,1.1468,0.34408
0.47951,-0.73753,0.98246,0.65282
0.31962,-0.86409,0.59024,0.83072
0.32688,-0.83955,0.51982,1.0584
0.43943,-0.9375,0.23058,1.0643
0.3332,-0.90678,-0.11628,1.0254
0.51355,-0.78535,-0.57712,0.91523
0.5134,-0.86835,-0.71447,0.61759
0.48963,-0.72643,-0.77497,0.43278
0.34648,-0.92152,-0.81762,0.1766
0.47392,-0.70395,-0.89499,-0.24812
0.43867,-0.81606,-0.74175,-0.39152
0.55226,-0.77433,-0.41953,-0.79049
0.47126,-0.70118,-0.18964,-0.85259
0.5091,-0.87909,0.15593,-0.99915
0.42247,-0.84743,0.36813,-0.89589
0.41711,-0.83485,0.63207,-0.80869
0.51535,-0.76007,1.0164,-0.54049
0.32988,-0.74651,1.1428,-0.2734
0.34231,-0.926,1.2336,0.067019
0.63113,-0.76449,0.97803,0.35274
0.68552,-0.71911,0.85457,0.62245
0.79563,-0.79484,0.61256,0.95874
0.78863,-0.67855,0.43146,1.1763
0.6029,-0.72505,0.048311,1.2348
0.6876,-0.7651,-0.085044,1.0064
0.7195,-0.75678,-0.56301,0.92968
0.69199,-0.58273,-0.79798,0.68179
0.752,-0.64017,-0.81173,0.43996
0.74478,-0.6919,-0.80688,0.066218
0.66078,-0.58098,-0.87307,-0.29193
0.6957,-0.78301,-0.76427,-0.4787
0.59166,-0.62263,-0.50305,-0.76555
0.8338,-0.62495,-0.25648,-0.94453
0.62958,-0.66855,0.12754,-0.76133
0.61434,-0.76297,0.53561,-0.84341
0.68089,-0.65971,0.74502,-0.56863
0.63731,-0.73403,0.8344,-0.39718
0.71021,-0.77549,1.0488,-0.30718
0.67266,-0.75587,1.0137,0.17001
1.0469,-0.36405,1.0764,0.4855
1.0391,-0.56992,0.91695,0.74907
0.82219,-0.52716,0.83718,0.94709
0.99348,-0.57435,0.51192,1.0056
0.8763,-0.47735,0.12141,1.1931
0.91473,-0.58446,-0.085405,1.0081
0.94598,-0.36349,-0.5534,0.90173
1.0447,-0.53862,-0.71152,0.81052
0.91345,-0.56444,-0.71922,0.52311
1.0548,-0.51094,-0.77063,0.10061
0.88438,-0.47377,-0.77266,-0.22951
0.98429,-0.56237,-0.65443,-0.43563
0.9756,-0.33894,-0.50196,-0.58147
0.9438,-0.50476,-0.07501,-0.72378
0.98354,-0.51345,0.031194,-0.8521
0.97565,-0.57227,0.49166,-0.86791
0.85355,-0.51322,0.7494,-0.59575
0.84102,-0.5762,1.0173,-0.47719
1.0588,-0.46143,1.0506,-0.082928
0.8518,-0.39743,1.1875,0.0082949
0.95921,-0.15125,1.1599,0.44212
1.0914,-0.28654,0.88963,0.76691
1.1715,-0.2888,0.72585,0.85384
1.1184,-0.11471,0.5538,1.0352
0.99866,-0.082733,0.13733,1.0469
1.0433,-0.17557,-0.22641,1.0315
1.0662,-0.28173,-0.43292,0.90998
1.1965,-0.10256,-0.71886,0.72493
0.99016,-0.22449,-0.76193,0.3212
1.1649,-0.23552,-0.89652,0.13818
1.1122,-0.12244,-0.82797,-0.24031
1.0451,-0.30643,-0.63533,-0.52741
0.99879,-0.29691,-0.3446,-0.74823
1.0581,-0.14204,-0.22708,-0.91252
1.0716,-0.15815,0.20945,-0.7609
0.98121,-0.17749,0.49379,-0.71714
1.0984,-0.12659,0.82633,-0.60434
1.0076,-0.1322,0.817,-0.40572
1.0472,-0.11367,1.0403,-0.26506
1.0968,-0.23702,1.1657,0.090093
1.063,0.17313,1.0214,0.35621
1.0726,0.13917,0.86661,0.58808
1.1543,0.09913,0.76557,0.88812
1.0663,0.015398,0.46516,1.126
1.2061,0.19504,0.14765,1.1563
1.2457,0.084396,-0.14391,1.0868
1.1826,0.15197,-0.5759,0.91878
1.086,0.18531,-0.72182,0.65964
1.146,0.026203,-0.83822,0.43443
1.0269,0.031972,-0.93977,0.19039
1.2266,0.13739,-0.7723,-0.11841
1.2199,0.12131,-0.59497,-0.44377
1.2044,0.22262,-0.51741,-0.6221
1.0652,0.19974,-0.12625,-0.78967
1.1486,0.18359,0.034441,-0.9692
1.0056,0.012833,0.5182,-0.82496
1.1063,0.018221,0.62244,-0.7222
1.0782,0.022132,0.95607,-0.56475
1.0404,0.19959,1.0426,-0.27205
1.0447,0.23575,1.2017,0.049542
