1.6901,0.6672,0.0051,1.5477,-0.6573,0.7371,0.6641,-1.6821,0.0447,-0.4664,-1.0983,-0.7869,-1.6901,-0.6672,0.0051,-1.5477,0.6573,0.7371,-0.6641,1.6821,0.0447,0.4664,1.0983,-0.7869
1.5168,0.6762,-0.3439,1.6925,-0.8134,-0.5905,0.7627,-1.711,0.2096,-0.4972,-1.0345,0.7248,-1.5168,-0.6762,-0.3439,-1.6925,0.8134,-0.5905,-0.7627,1.711,0.2096,0.4972,1.0345,0.7248
1.6919,0.7039,0.1861,1.8801,-0.8044,0.1899,0.7062,-1.5997,-0.3576,-0.5978,-1.427,0.4041,-1.6495,-0.5889,-0.3044,-1.8683,0.7966,0.2812,-0.6622,1.7193,0.2162,0.4996,1.2004,-0.6153
1.5055,0.6356,-0.2614,1.5397,-0.7556,0.3499,0.7314,-1.8049,-0.3957,-0.7688,-1.7486,-0.1582,-1.2589,-0.5032,0.5623,-1.625,0.661,-0.3438,-0.7331,1.8845,-0.2099,0.6091,1.6311,0.4569
1.6162,0.6482,0.3662,1.712,-0.7319,-0.2635,0.6991,-1.7432,0.2484,-0.6921,-1.6188,-0.3511,-1.6162,-0.6482,0.3662,-1.712,0.7319,-0.2635,-0.6991,1.7432,0.2484,0.6921,1.6188,-0.3511
1.8788,0.7572,-0.148,1.5098,-0.7011,-0.3662,0.5241,-1.2718,0.6404,-0.7667,-1.8073,0.0426,-1.7499,-0.7444,-0.42,-1.5938,0.6106,0.2509,-0.5565,1.5245,-0.381,0.7542,1.6322,0.3812
1.4267,0.6646,-0.5449,1.7605,-0.7751,-0.1896,0.6728,-1.5183,0.5686,-0.6403,-1.6749,-0.1808,-1.688,-0.6189,0.1315,-1.4861,0.7138,-0.5711,-0.7505,1.7649,0.2441,0.7049,1.4438,0.5424
1.7274,0.6846,-0.0135,1.4881,-0.755,-0.4385,0.6926,-1.5926,0.5494,-0.8011,-1.6617,0.2765,-1.3356,-0.5811,-0.6493,-1.7565,0.7059,0.0413,-0.6123,1.5526,0.5746,0.5975,1.6473,-0.3406
1.5181,0.5066,0.5286,1.7055,-0.675,-0.409,0.5191,-1.6212,-0.4952,-0.51,-1.4636,0.6124,-1.7561,-0.6841,0.2252,-1.4986,0.5843,-0.5719,-0.7395,1.6691,0.1747,0.7614,1.6838,-0.0648
1.4515,0.5264,-0.5425,1.5005,-0.5767,0.5021,0.6966,-1.8208,0.1608,-0.5987,-1.5623,-0.5914,-1.6177,-0.7173,0.1556,-1.5958,0.7643,-0.1832,-0.5848,1.5872,0.5985,0.7484,1.7993,-0.0999
1.7474,0.6637,0.3012,1.4944,-0.5623,-0.561,0.7342,-1.685,0.126,-0.7689,-1.6747,-0.0992,-1.5082,-0.5174,0.5524,-1.7243,0.6921,-0.3424,-0.4967,1.5635,-0.5521,0.522,1.5203,0.5752
1.6304,0.751,0.217,1.6789,-0.7499,-0.0183,0.5095,-1.529,0.5611,-0.6713,-1.7091,-0.3789,-1.6867,-0.5781,-0.3588,-1.3789,0.5441,0.6191,-0.7145,1.7661,0.0061,0.6328,1.5048,-0.6473
1.8058,0.724,-0.1721,1.6098,-0.6889,0.353,0.6141,-1.5317,-0.4272,-0.7356,-1.719,0.2463,-1.8058,-0.724,-0.1721,-1.6098,0.6889,0.353,-0.6141,1.5317,-0.4272,0.7356,1.719,0.2463
1.4817,0.6613,-0.6071,1.693,-0.6452,0.1406,0.6612,-1.7237,-0.1464,-0.7148,-1.4707,0.4476,-1.6674,-0.6937,-0.4464,-1.5987,0.8175,-0.2984,-0.6021,1.3171,0.7349,0.7471,1.7376,0.1753
1.7073,0.7086,0.4845,1.6143,-0.6031,-0.2779,0.5807,-1.5829,0.2534,-0.7519,-1.57,-0.4776,-1.8472,-0.7608,0.1978,-1.5232,0.7094,0.4074,-0.5428,1.3001,-0.5927,0.7627,1.7987,0.0051
1.5779,0.6922,0.4948,1.6355,-0.8158,0.3125,0.6153,-1.3846,-0.6602,-0.7314,-1.7334,-0.0477,-1.4295,-0.5865,0.6647,-1.6984,0.6364,-0.197,-0.6879,1.7621,-0.048,0.7184,1.4295,-0.519
1.8269,0.7415,0.0261,1.3049,-0.5673,-0.5441,0.5948,-1.4656,0.4555,-0.8152,-1.8753,0.0625,-1.8269,-0.7415,0.0261,-1.3049,0.5673,-0.5441,-0.5948,1.4656,0.4555,0.8152,1.8753,0.0625
1.2802,0.4568,-0.7999,1.6671,-0.647,0.1708,0.4988,-1.3978,0.7887,-0.6539,-1.6849,-0.1596,-1.2802,-0.4568,-0.7999,-1.6671,0.647,0.1708,-0.4988,1.3978,0.7887,0.6539,1.6849,-0.1596
1.5542,0.735,-0.358,1.7186,-0.7382,-0.0219,0.5401,-1.6194,-0.4027,-0.64,-1.5625,0.5536,-1.768,-0.637,0.1276,-1.3324,0.5826,-0.6681,-0.7559,1.7185,0.1612,0.6833,1.5211,0.6084
1.3824,0.6693,0.5965,1.7367,-0.7435,0.162,0.6276,-1.4905,-0.5607,-0.6427,-1.6946,0.2487,-1.7331,-0.6644,0.0037,-1.4253,0.7319,0.5193,-0.7311,1.6461,-0.4771,0.7855,1.5457,-0.4925
1.7695,0.6383,0.1002,1.3738,-0.6032,-0.6824,0.7589,-1.7175,0.1486,-0.6518,-1.4453,0.6448,-1.5552,-0.7314,-0.3474,-1.7549,0.752,-0.0823,-0.5473,1.6259,-0.3799,0.607,1.4813,0.5984
1.7609,0.6653,0.0331,1.3624,-0.6963,0.5788,0.7271,-1.6338,-0.4351,-0.7753,-1.4758,-0.6029,-1.4756,-0.7481,0.5331,-1.6679,0.7442,0.3181,-0.6203,1.4068,-0.5616,0.6887,1.7377,0.1366
1.3582,0.5718,0.5204,1.8575,-0.8294,0.2075,0.7725,-1.8349,-0.1417,-0.5478,-1.2269,-0.5862,-1.3582,-0.5718,0.5204,-1.8575,0.8294,0.2075,-0.7725,1.8349,-0.1417,0.5478,1.2269,-0.5862
1.3859,0.5376,0.513,1.2882,-0.5341,-0.5604,0.7233,-1.8646,-0.0903,-0.7794,-1.8799,0.1377,-1.3859,-0.5376,0.513,-1.2882,0.5341,-0.5604,-0.7233,1.8646,-0.0903,0.7794,1.8799,0.1377
1.5452,0.4567,0.526,1.3951,-0.4379,-0.6936,0.4846,-1.6396,-0.5007,-0.4811,-1.5328,0.6682,-1.5452,-0.4567,0.526,-1.3951,0.4379,-0.6936,-0.4846,1.6396,-0.5007,0.4811,1.5328,0.6682
1.444,0.5142,-0.5924,1.7049,-0.7123,0.2667,0.4599,-1.4658,0.7055,-0.5676,-1.7017,-0.3895,-1.6021,-0.5994,-0.5479,-1.4916,0.5347,0.458,-0.7284,1.7549,-0.0308,0.781,1.6755,0.1303
1.7127,0.6455,-0.4209,1.5058,-0.5493,0.4957,0.726,-1.7013,-0.1167,-0.7724,-1.6694,0.1368,-1.5133,-0.5246,-0.5346,-1.7215,0.704,0.3357,-0.4633,1.5053,0.6275,0.5259,1.5896,-0.5234
1.4806,0.4899,0.6474,1.6885,-0.5829,-0.4091,0.5909,-1.6317,-0.4845,-0.5227,-1.4707,0.5375,-1.7514,-0.7287,0.0372,-1.6719,0.7859,0.1366,-0.5309,1.4217,-0.6408,0.7168,1.7165,0.1757
1.4812,0.5864,-0.4495,1.331,-0.5631,0.5337,0.7245,-1.8301,-0.0472,-0.7947,-1.8783,-0.037,-1.4812,-0.5864,-0.4495,-1.331,0.5631,0.5337,-0.7245,1.8301,-0.0472,0.7947,1.8783,-0.037
1.767,0.6695,-0.0097,1.3416,-0.6294,0.6552,0.7695,-1.6761,-0.2869,-0.7192,-1.5453,-0.5647,-1.491,-0.7148,0.4477,-1.7305,0.7308,0.0437,-0.5696,1.6741,0.3137,0.6322,1.4913,-0.5989
1.5048,0.6082,-0.4319,1.8643,-0.8024,0.0056,0.7327,-1.8127,-0.0902,-0.5855,-1.3603,0.5166,-1.5048,-0.6082,-0.4319,-1.8643,0.8024,0.0056,-0.7327,1.8127,-0.0902,0.5855,1.3603,0.5166
1.7691,0.6996,0.0923,1.9208,-0.8118,0.149,0.625,-1.5804,0.3498,-0.5042,-1.193,-0.5911,-1.7691,-0.6996,0.0923,-1.9208,0.8118,0.149,-0.625,1.5804,0.3498,0.5042,1.193,-0.5911
1.748,0.5516,-0.4312,1.7019,-0.5733,0.59,0.4544,-1.4401,0.5351,-0.4162,-1.2356,-0.6939,-1.748,-0.5516,-0.4312,-1.7019,0.5733,0.59,-0.4544,1.4401,0.5351,0.4162,1.2356,-0.6939
1.7237,0.6083,0.1668,1.4056,-0.6239,-0.6645,0.702,-1.742,0.0874,-0.6638,-1.3794,0.6472,-1.6303,-0.775,-0.3583,-1.5827,0.7406,-0.4641,-0.6764,1.4269,0.5449,0.7219,1.7444,0.0406
1.7931,0.7334,0.1276,1.7048,-0.7831,0.0721,0.4933,-1.3294,-0.6656,-0.6925,-1.6804,0.2182,-1.5387,-0.4967,0.6578,-1.7237,0.5861,-0.3928,-0.5457,1.533,-0.5537,0.5093,1.437,0.5363
1.1736,0.4776,0.723,1.7132,-0.6794,-0.1021,0.7525,-1.8436,-0.2813,-0.7072,-1.4526,-0.4444,-1.2604,-0.5615,0.6557,-1.692,0.8242,0.2039,-0.6879,1.5561,-0.6717,0.7081,1.6792,-0.0831
1.5441,0.667,-0.4998,1.5761,-0.85,-0.409,0.7248,-1.4451,0.7007,-0.7468,-1.6155,0.3604,-1.2948,-0.6121,-0.6412,-1.7585,0.7057,-0.0423,-0.7013,1.7968,0.0056,0.6564,1.3533,0.5256
1.7394,0.8107,0.4466,1.2496,-0.6213,0.5877,0.5527,-1.1858,-0.6395,-0.8518,-1.7132,-0.3949,-1.7394,-0.8107,0.4466,-1.2496,0.6213,0.5877,-0.5527,1.1858,-0.6395,0.8518,1.7132,-0.3949
1.5763,0.5347,-0.3453,1.3931,-0.5817,0.6699,0.5996,-1.7787,0.1722,-0.5507,-1.4431,-0.763,-1.7176,-0.7187,-0.1118,-1.3467,0.5458,0.6457,-0.7301,1.6456,-0.2032,0.7761,1.7961,-0.0644
1.7182,0.7693,0.0437,1.4172,-0.6029,0.6243,0.7091,-1.5593,-0.3214,-0.7639,-1.7853,-0.0225,-1.6568,-0.5746,-0.2407,-1.3736,0.6057,0.6743,-0.6438,1.7664,0.0183,0.5936,1.3807,-0.7759
1.5562,0.6775,-0.6765,1.7055,-0.6985,-0.0483,0.4775,-1.2036,0.6914,-0.6573,-1.6823,-0.1994,-1.8517,-0.7455,-0.2774,-1.5048,0.7319,-0.3623,-0.5362,1.2265,0.6996,0.8107,1.694,0.1729
1.6044,0.7657,-0.3372,1.2154,-0.6401,-0.7646,0.737,-1.5441,0.3599,-0.7246,-1.3757,0.7419,-1.6044,-0.7657,-0.3372,-1.2154,0.6401,-0.7646,-0.737,1.5441,0.3599,0.7246,1.3757,0.7419
1.7215,0.7115,-0.1827,1.8612,-0.8015,-0.2243,0.7083,-1.5704,0.4003,-0.6171,-1.4495,-0.334,-1.6562,-0.5803,0.3552,-1.8743,0.7843,-0.2779,-0.6482,1.6822,-0.3073,0.5048,1.2238,0.5706
1.7044,0.6392,0.0953,1.4526,-0.581,-0.7754,0.6294,-1.6784,-0.1208,-0.4757,-1.1894,0.801,-1.7044,-0.6392,0.0953,-1.4526,0.581,-0.7754,-0.6294,1.6784,-0.1208,0.4757,1.1894,0.801
1.8339,0.7113,0.2611,1.8359,-0.7893,0.0191,0.5335,-1.3542,-0.5241,-0.6029,-1.4304,0.4825,-1.8944,-0.7587,0.0453,-1.768,0.7176,-0.2936,-0.621,1.4389,0.3952,0.6829,1.4647,-0.3855
1.419,0.6773,0.5003,1.7855,-0.7554,0.1491,0.6242,-1.7361,0.1577,-0.5798,-1.3132,-0.668,-1.7138,-0.6843,0.1251,-1.4266,0.708,0.663,-0.7948,1.6646,-0.3352,0.6863,1.4391,-0.592
1.3203,0.5786,0.799,1.6418,-0.7434,0.1212,0.5572,-1.2716,-0.8035,-0.7458,-1.647,-0.1167,-1.3203,-0.5786,0.799,-1.6418,0.7434,0.1212,-0.5572,1.2716,-0.8035,0.7458,1.647,-0.1167
1.6368,0.7532,0.2637,1.1859,-0.6029,0.7813,0.7266,-1.579,-0.2896,-0.7082,-1.3929,-0.7555,-1.6368,-0.7532,0.2637,-1.1859,0.6029,0.7813,-0.7266,1.579,-0.2896,0.7082,1.3929,-0.7555
1.4968,0.5496,0.3261,1.7281,-0.7792,-0.3748,0.7627,-1.8871,0.0137,-0.5917,-1.4125,0.5145,-1.3765,-0.5583,-0.4678,-1.8448,0.7811,0.0772,-0.7416,1.7998,0.3132,0.5671,1.5067,-0.402
1.1703,0.5925,-0.718,1.6081,-0.8312,-0.4152,0.7827,-1.546,0.6423,-0.7225,-1.3977,0.4909,-1.1703,-0.5925,-0.718,-1.6081,0.8312,-0.4152,-0.7827,1.546,0.6423,0.7225,1.3977,0.4909
1.7182,0.7623,-0.1046,1.4003,-0.6324,-0.6186,0.7173,-1.5467,0.3854,-0.7636,-1.7818,0.1364,-1.6465,-0.5566,0.3089,-1.387,0.5668,-0.6816,-0.6419,1.764,-0.1143,0.6032,1.4243,0.6885
1.5355,0.4946,0.731,1.699,-0.6063,-0.3042,0.4023,-1.249,-0.7688,-0.5725,-1.6044,0.342,-1.5355,-0.4946,0.731,-1.699,0.6063,-0.3042,-0.4023,1.249,-0.7688,0.5725,1.6044,0.342
1.6583,0.6047,-0.1884,1.1481,-0.4437,0.7867,0.6268,-1.7188,0.1442,-0.5946,-1.5385,-0.7424,-1.6583,-0.6047,-0.1884,-1.1481,0.4437,0.7867,-0.6268,1.7188,0.1442,0.5946,1.5385,-0.7424
1.5097,0.6496,-0.3984,1.3059,-0.5937,0.4519,0.7038,-1.7816,-0.2809,-0.8108,-1.8837,-0.2034,-1.5074,-0.667,0.3838,-1.3384,0.6166,-0.4125,-0.6795,1.7592,0.343,0.8168,1.9006,0.1165
1.9001,0.7613,0.0145,1.6833,-0.7193,-0.2521,0.5417,-1.3519,0.5269,-0.7052,-1.6504,-0.2894,-1.9001,-0.7613,0.0145,-1.6833,0.7193,-0.2521,-0.5417,1.3519,0.5269,0.7052,1.6504,-0.2894
1.6622,0.72,0.3496,1.3523,-0.575,-0.3834,0.5777,-1.602,0.4264,-0.8161,-1.9123,-0.0946,-1.7215,-0.7035,-0.2665,-1.2667,0.5489,0.4649,-0.6191,1.6066,-0.414,0.8313,1.9173,-0.0824
1.0973,0.4072,-0.6616,1.4873,-0.5929,0.4144,0.7033,-1.895,0.3958,-0.7116,-1.7851,-0.1486,-1.0973,-0.4072,-0.6616,-1.4873,0.5929,0.4144,-0.7033,1.895,0.3958,0.7116,1.7851,-0.1486
1.7932,0.7274,-0.1651,1.7098,-0.7846,-0.033,0.4914,-1.2975,0.7172,-0.6878,-1.6841,-0.1606,-1.5483,-0.5219,-0.6288,-1.72,0.5989,0.3835,-0.5435,1.5556,0.4884,0.5052,1.4062,-0.6017
1.9134,0.7542,0.0958,1.8079,-0.7604,0.0232,0.5071,-1.2864,-0.5613,-0.6193,-1.4724,0.4422,-1.9134,-0.7542,0.0958,-1.8079,0.7604,0.0232,-0.5071,1.2864,-0.5613,0.6193,1.4724,0.4422
1.1767,0.4717,0.5975,1.6478,-0.7008,-0.2473,0.7799,-1.9455,-0.1597,-0.7178,-1.6878,-0.1905,-1.1767,-0.4717,0.5975,-1.6478,0.7008,-0.2473,-0.7799,1.9455,-0.1597,0.7178,1.6878,-0.1905
1.2872,0.5219,-0.4801,1.7589,-0.7512,0.2034,0.7602,-1.8969,0.1872,-0.5913,-1.5624,-0.4228,-1.4134,-0.5473,0.3546,-1.6611,0.767,-0.3677,-0.7843,1.9235,0.0841,0.6439,1.5453,0.4414
1.2861,0.5143,-0.7023,1.5938,-0.5958,0.2894,0.7454,-1.8476,0.1359,-0.7558,-1.6185,0.203,-1.2729,-0.4887,-0.6726,-1.6942,0.7642,0.0777,-0.5638,1.5111,0.7666,0.6614,1.761,-0.0976
1.9203,0.7674,-0.0103,1.7645,-0.7286,-0.2294,0.5648,-1.3573,0.4606,-0.6784,-1.4872,-0.4043,-1.9045,-0.7574,0.1196,-1.7872,0.7579,0.1467,-0.5342,1.317,-0.5072,0.6547,1.4883,0.4243
1.8591,0.7645,-0.3856,1.5063,-0.7135,-0.3472,0.4838,-1.1026,0.708,-0.8051,-1.6978,0.1648,-1.6699,-0.7365,-0.6342,-1.645,0.7041,-0.15,-0.4419,1.0747,0.7019,0.7127,1.7072,-0.0577
1.8903,0.7478,-0.2479,1.6671,-0.6396,0.3316,0.6068,-1.4681,-0.3754,-0.7317,-1.5447,0.3407,-1.8448,-0.7227,-0.2884,-1.76,0.7737,-0.0351,-0.471,1.2423,0.6201,0.6432,1.6113,-0.3457
1.6341,0.5203,-0.582,1.6993,-0.5767,0.4681,0.5347,-1.5532,0.4501,-0.4816,-1.3207,-0.656,-1.8014,-0.7201,-0.1998,-1.7578,0.7678,0.1079,-0.4526,1.2612,0.7105,0.6253,1.6215,-0.2988
1.2583,0.6151,-0.6036,1.7854,-0.7581,-0.2205,0.7161,-1.7974,0.0743,-0.5918,-1.2389,0.611,-1.5283,-0.6709,-0.4429,-1.5365,0.8456,-0.5449,-0.8085,1.5688,0.5765,0.7054,1.4358,0.5502
1.6364,0.81,-0.4366,1.3964,-0.6872,-0.5425,0.6097,-1.2945,0.6076,-0.78,-1.7913,0.2437,-1.7837,-0.7011,-0.0949,-1.1846,0.5585,-0.6988,-0.6914,1.5829,0.3101,0.7972,1.5226,0.6114
1.6985,0.6765,-0.139,1.9182,-0.8176,-0.311,0.6649,-1.6692,-0.1907,-0.4505,-1.0568,0.6408,-1.6985,-0.6765,-0.139,-1.9182,0.8176,-0.311,-0.6649,1.6692,-0.1907,0.4505,1.0568,0.6408
1.1307,0.525,0.6788,1.6933,-0.8311,0.2852,0.786,-1.6707,-0.5993,-0.7003,-1.527,-0.3152,-1.0579,-0.4679,0.7148,-1.7339,0.7722,0.153,-0.7895,1.808,-0.4348,0.6715,1.3916,-0.4825
1.7804,0.5981,-0.2504,1.583,-0.6048,0.6577,0.6671,-1.6842,0.104,-0.4952,-1.1737,-0.7319,-1.7123,-0.7299,0.0633,-1.825,0.7701,0.2815,-0.5035,1.4884,0.5012,0.5055,1.3359,-0.6254
1.5232,0.6628,0.2369,1.5339,-0.7552,-0.3104,0.6957,-1.7524,0.4729,-0.7772,-1.7871,0.0993,-1.3057,-0.5175,-0.5482,-1.5583,0.6352,0.4099,-0.7303,1.8824,0.1468,0.6188,1.6317,-0.5072
1.3693,0.5347,0.6463,1.7034,-0.7405,-0.1106,0.5049,-1.4828,-0.6789,-0.6182,-1.7432,0.3116,-1.4987,-0.5418,0.6149,-1.5119,0.5326,-0.4602,-0.73,1.791,-0.1205,0.7812,1.6501,-0.2025
1.4486,0.6831,0.4313,1.6069,-0.8164,0.6239,0.7902,-1.6759,-0.3272,-0.5542,-1.091,-0.728,-1.4486,-0.6831,0.4313,-1.6069,0.8164,0.6239,-0.7902,1.6759,-0.3272,0.5542,1.091,-0.728
1.831,0.7321,0.2074,1.5017,-0.743,0.3687,0.5718,-1.313,-0.6899,-0.8139,-1.6903,-0.1918,-1.4861,-0.6486,0.6876,-1.7266,0.6962,0.0212,-0.512,1.2991,-0.6657,0.634,1.6673,0.2624
1.4448,0.4914,0.5602,1.2917,-0.4608,-0.6146,0.7001,-1.8176,-0.2689,-0.7417,-1.7861,0.2115,-1.2413,-0.4208,0.655,-1.506,0.5637,-0.4725,-0.5069,1.7045,-0.5769,0.5593,1.7257,0.5062
1.3383,0.5372,-0.533,1.6578,-0.7075,0.2788,0.7646,-1.9047,-0.0026,-0.7156,-1.6769,0.2569,-1.3383,-0.5372,-0.533,-1.6578,0.7075,0.2788,-0.7646,1.9047,-0.0026,0.7156,1.6769,0.2569
1.7559,0.6717,0.171,1.2291,-0.5492,-0.5654,0.7052,-1.6618,0.328,-0.8075,-1.8087,0.3508,-1.5689,-0.7326,-0.4058,-1.5238,0.6498,0.2245,-0.5504,1.6203,-0.4245,0.7604,1.8104,0.3213
1.7746,0.7402,-0.2095,1.1246,-0.5433,-0.6997,0.6705,-1.4929,0.3969,-0.8349,-1.5804,0.5881,-1.6581,-0.8178,-0.4372,-1.291,0.6489,-0.5933,-0.5971,1.2689,0.6086,0.8113,1.7766,0.346
1.6218,0.7389,-0.4441,1.5366,-0.6196,0.2323,0.5474,-1.5885,-0.3947,-0.7626,-1.747,0.3597,-1.8291,-0.7192,0.0181,-1.3003,0.602,-0.516,-0.6318,1.4919,0.5192,0.818,1.8416,0.2255
1.5628,0.6956,0.3746,1.5227,-0.8098,0.581,0.8002,-1.5882,-0.5064,-0.7155,-1.4785,-0.4759,-1.2736,-0.5972,0.6297,-1.7845,0.7597,0.1733,-0.7043,1.7911,-0.109,0.5921,1.2272,-0.6673
1.5954,0.4851,-0.6801,1.6938,-0.5722,0.4075,0.3901,-1.2829,0.7324,-0.5185,-1.535,-0.4598,-1.5954,-0.4851,-0.6801,-1.6938,0.5722,0.4075,-0.3901,1.2829,0.7324,0.5185,1.535,-0.4598
1.7191,0.7213,0.0415,1.8357,-0.7689,0.3173,0.5116,-1.4973,0.481,-0.4848,-1.2799,-0.646,-1.7827,-0.6042,-0.2344,-1.617,0.6191,0.6524,-0.6601,1.6735,0.1202,0.4782,1.1364,-0.732
1.4266,0.4734,0.5147,1.3159,-0.4883,-0.6572,0.5655,-1.7768,-0.3621,-0.5646,-1.6457,0.6459,-1.6201,-0.6093,0.2963,-1.1704,0.4592,-0.6868,-0.7147,1.7638,-0.0536,0.7617,1.8237,0.3027
1.5566,0.5678,-0.2633,1.7013,-0.7851,0.4142,0.7545,-1.8613,-0.0914,-0.5895,-1.3532,-0.5872,-1.415,-0.6056,0.4472,-1.8555,0.7887,0.032,-0.7267,1.7307,-0.354,0.5745,1.5179,0.4024
1.8759,0.7684,0.0826,1.367,-0.5986,0.5102,0.5468,-1.3349,-0.5365,-0.8048,-1.8379,-0.0563,-1.8759,-0.7684,0.0826,-1.367,0.5986,0.5102,-0.5468,1.3349,-0.5365,0.8048,1.8379,-0.0563
1.3039,0.5539,0.5058,1.8078,-0.7597,-0.0695,0.7342,-1.8072,-0.3154,-0.5796,-1.5627,0.4088,-1.5123,-0.5724,-0.2694,-1.6295,0.7764,0.4215,-0.7786,1.8827,-0.1806,0.6541,1.4889,-0.5011
1.6328,0.8317,0.3981,1.4039,-0.6603,0.5765,0.6111,-1.3261,-0.5364,-0.7774,-1.8012,-0.1405,-1.7841,-0.6935,0.124,-1.1913,0.5978,0.664,-0.6918,1.5674,-0.3947,0.7968,1.4843,-0.6908
1.3737,0.6278,-0.7811,1.61,-0.7553,-0.1964,0.558,-1.2211,0.7969,-0.7678,-1.6368,0.1807,-1.3737,-0.6278,-0.7811,-1.61,0.7553,-0.1964,-0.558,1.2211,0.7969,0.7678,1.6368,0.1807
1.6299,0.6172,-0.3244,1.2053,-0.4575,0.6631,0.7227,-1.754,0.0333,-0.7738,-1.8255,-0.2233,-1.4491,-0.485,-0.4635,-1.3211,0.5121,0.6765,-0.5566,1.7813,0.3371,0.5428,1.6114,-0.6987
1.275,0.5039,-0.6749,1.6993,-0.7913,-0.0018,0.6006,-1.5042,0.7696,-0.6818,-1.7421,-0.0109,-1.247,-0.515,-0.7074,-1.6405,0.6247,0.2181,-0.7472,1.8521,0.1415,0.7415,1.5719,0.266
1.7542,0.5479,0.389,1.5746,-0.5402,-0.6571,0.6312,-1.6638,-0.2598,-0.4943,-1.2566,0.677,-1.7456,-0.7353,-0.0107,-1.7981,0.773,-0.1917,-0.4695,1.4251,-0.538,0.5476,1.4499,0.5913
1.7735,0.6801,-0.3793,1.7717,-0.7784,0.0486,0.4641,-1.2706,0.6473,-0.6165,-1.6149,-0.3647,-1.8481,-0.7254,-0.3171,-1.6444,0.6178,0.3646,-0.642,1.5371,-0.314,0.7418,1.5544,0.3146
1.4613,0.5336,0.6405,1.5399,-0.5456,-0.4269,0.7301,-1.7983,-0.1347,-0.7767,-1.6283,-0.2401,-1.3646,-0.5441,0.6483,-1.7047,0.7552,-0.0634,-0.5201,1.4756,-0.6862,0.6349,1.752,0.2625
